YearInv,Plot,SubPlot,Quadrat,StandardID,Species,CoorX,CoorY,TreeStatus,DBH,Notes2024
2002,2,13,3,2748,ASP,58.7640441,57.91073,AS,4.9,
2007,2,13,3,2748,ASP,58.7640441,57.91073,DB,,
2024,2,13,3,2749,AP,55.8,54.5,AL,6.7,Crown damaged. Retagged with old tag? Confirmed that it is indeed alive May 2025
2007,2,13,3,2751,FG,57.9,56.65,AS,7.3,Trunk gouged at base. 2024 coords confirmed
2024,2,13,3,2751,FG,57.9,56.65,AD,10.2,Trunk gouged at base. 2024 coords confirmed
2002,2,13,3,2751,FG,57.9,56.65,AS,5.5,Trunk gouged at base. 2024 coords confirmed
2002,2,13,3,2752,AP,52.3,55.9,AL,4.5,2024 coords confirmed
2007,2,13,3,2752,AP,52.3,55.9,AS,6,2024 coords confirmed
2024,2,13,3,2752,AP,52.3,55.9,AS,7.2,2024 coords confirmed
2024,2,13,3,3160,FG,52.8,52,AS,4.6,
1996,2,13,4,247,FG,46.91989454,55.60115352,AS,38.6,"this ID somehow got changed to 0010 at some point, changed it back to 247 based on exact coordinate match. ID10 is in another subplot"
2002,2,13,4,247,FG,46.91989454,55.60115352,DB,,"this ID somehow got changed to 0010 at some point, changed it back to 247 based on exact coordinate match. ID10 is in another subplot"
2007,2,13,4,247,FG,46.91989454,55.60115352,DB,,"this ID somehow got changed to 0010 at some point, changed it back to 247 based on exact coordinate match. ID10 is in another subplot"
2024,2,13,4,248,QR,50,55.4,AS,63.6,Ant nest at base. Remeasured 2024 DBH in may 2025
2007,2,13,4,248,QR,50,55.4,AB,57.2,Ant nest at base. Remeasured 2024 DBH in may 2025
1996,2,13,4,248,QR,50,55.4,AS,52.5,Ant nest at base. Remeasured 2024 DBH in may 2025
2002,2,13,4,248,QR,50,55.4,AB,55.1,Ant nest at base. Remeasured 2024 DBH in may 2025
1996,2,13,4,249,FG,49.12857208,57.31802062,AS,18.9,
2002,2,13,4,249,FG,49.12857208,57.31802062,AB,21.7,
2007,2,13,4,249,FG,49.12857208,57.31802062,DB,26.2,
1996,2,13,4,707,FG,50.2,57.85,AL,36.7,Added new tag. Old lost. Confirmed that 2024 DBH is correct in May 2025
2002,2,13,4,707,FG,50.2,57.85,AL,37.1,Added new tag. Old lost. Confirmed that 2024 DBH is correct in May 2025
2007,2,13,4,707,FG,50.2,57.85,AL,37.4,Added new tag. Old lost. Confirmed that 2024 DBH is correct in May 2025
2024,2,13,4,707,FG,50.2,57.85,AD,38.4,Added new tag. Old lost. Confirmed that 2024 DBH is correct in May 2025
1996,2,13,4,772,FG,40.8,59.5,AS,7.9,
2024,2,13,4,772,FG,40.8,59.5,AD,19.1,
2002,2,13,4,772,FG,40.8,59.5,AS,11,
2007,2,13,4,772,FG,40.8,59.5,AS,13,
2002,2,13,4,773,AP,42.64808313,59.35679062,AB,6.3,
2007,2,13,4,773,AP,42.64808313,59.35679062,DF,14.5,
1996,2,13,4,773,AP,42.64808313,59.35679062,AS,4,
2002,2,13,4,774,FG,45.9,52.8,AS,12.7,
1996,2,13,4,774,FG,45.9,52.8,AS,9.7,
2024,2,13,4,774,FG,45.9,52.8,AD,19,
2007,2,13,4,774,FG,45.9,52.8,AS,14.4,
2024,2,13,4,2749,AP,47.39915616,55.8367575,DF,,"had duplicate, listed alive in 2024 - confirmed that this one is indeed DF at correct coordinates"
2002,2,13,4,2749,AP,47.39915616,55.8367575,AS,4.3,"had duplicate, listed alive in 2024 - confirmed that this one is indeed DF at correct coordinates"
2007,2,13,4,2749,AP,47.39915616,55.8367575,AS,5.3,"had duplicate, listed alive in 2024 - confirmed that this one is indeed DF at correct coordinates"
2002,2,13,4,2750,AS,45.29375,55.8282125,AS,4.8,
2007,2,13,4,2750,AS,45.29375,55.8282125,DS,,
2002,2,13,4,2759,AP,46.8,57.6,AL,7.1,Damage at base and unhealthy crown. Confirmed 2024 coords in 2025
2007,2,13,4,2759,AP,46.8,57.6,AS,9,Damage at base and unhealthy crown. Confirmed 2024 coords in 2025
2024,2,13,4,2759,AP,46.8,57.6,AD,14.2,Damage at base and unhealthy crown. Confirmed 2024 coords in 2025
2007,2,13,4,3084,OV,42.58138124,55.31396,AL,5,
2024,2,14,1,259,AS,48.9,63.6,AS,44.3,
2007,2,14,1,259,AS,48.9,63.6,AS,42.1,
1996,2,14,1,259,AS,48.9,63.6,AS,40.6,
2002,2,14,1,259,AS,48.9,63.6,AS,41.5,
1996,2,14,1,261,FG,40.7,69.4,AS,16.8,attached to 0483
2024,2,14,1,261,FG,40.7,69.4,AS,25.9,attached to 0483
2002,2,14,1,261,FG,40.7,69.4,AB,18.4,attached to 0483
2007,2,14,1,261,FG,40.7,69.4,AB,20.5,attached to 0483
2002,2,14,1,481,FG,41.3,66.6,AS,15.9,Added new tag
2007,2,14,1,481,FG,41.3,66.6,AS,18,Added new tag
2024,2,14,1,481,FG,41.3,66.6,AS,23.2,Added new tag
1996,2,14,1,481,FG,41.3,66.6,AS,14,Added new tag
2024,2,14,1,483,FG,40.7,69.85,AD,2,Added new tag on primary stem. Measured on primary stem. Bark stripped at base. Attached to 0261.
1996,2,14,1,761,FG,44.5,61.3,AS,4.9,
2002,2,14,1,761,FG,44.5,61.3,AS,6.7,
2024,2,14,1,761,FG,44.5,61.3,DS,,
2007,2,14,1,761,FG,44.5,61.3,AS,7,
2024,2,14,1,2756,OV,50.4,64.3,DS,,
2007,2,14,1,2756,OV,50.4,64.3,AS,6.2,
2002,2,14,1,2756,OV,50.4,64.3,AS,4.4,
2002,2,14,1,2758,FG,47.1,64,AS,6.5,"initially entered as 2558, corrected based on previous years data"
2007,2,14,1,2758,FG,47.1,64,AS,6.8,"initially entered as 2558, corrected based on previous years data"
2024,2,14,1,2758,FG,47.1,64,DB,,"initially entered as 2558, corrected based on previous years data"
2002,2,14,1,2760,FG,45.72351886,65.0908675,AS,4.8,
2007,2,14,1,2760,FG,45.72351886,65.0908675,AS,5.3,
2007,2,14,1,2761,FG,42.2,66,AS,6.9,Bark stripped at base
2024,2,14,1,2761,FG,42.2,66,AD,7.5,Bark stripped at base
2002,2,14,1,2761,FG,42.2,66,AS,6.2,Bark stripped at base
2024,2,14,1,2762,FG,45.3,67.5,AS,7.6,
2007,2,14,1,2762,FG,45.3,67.5,AS,6.1,
2002,2,14,1,2762,FG,45.3,67.5,AS,4.4,
2007,2,14,1,2763,AS,45.1,65.7,AL,6.8,"Crown dying. Dead in 2025, but confirmed spp as definitely AS, not FG"
2002,2,14,1,2763,AS,45.1,65.7,AS,5.4,"Crown dying. Dead in 2025, but confirmed spp as definitely AS, not FG"
2024,2,14,1,2763,AS,45.1,65.7,AD,7,"Crown dying. Dead in 2025, but confirmed spp as definitely AS, not FG"
2002,2,14,1,2764,AS,45.44917408,68.53952,AB,4.2,
2007,2,14,1,2764,AS,45.44917408,68.53952,AL,4.6,
2007,2,14,1,3091,AS,50.2,68.6,AS,5.1,
2024,2,14,1,3091,AS,50.2,68.6,AS,7.8,
2007,2,14,1,3092,AS,45.90147335,69.1285,AS,5.2,
2024,2,14,1,3092,AS,45.90147335,69.1285,DF,,
2007,2,14,2,257,AS,57.2,64.5,AS,20,
2024,2,14,2,257,AS,57.2,64.5,AS,26.3,
2002,2,14,2,257,AS,57.2,64.5,AB,18,
1996,2,14,2,257,AS,57.2,64.5,AS,15.2,
2002,2,14,2,264,AS,50.75308173,67.69448433,DB,,
2007,2,14,2,264,AS,50.75308173,67.69448433,DF,,
1996,2,14,2,264,AS,50.75308173,67.69448433,AS,20.4,
1996,2,14,2,265,AS,51.81048307,68.84903846,AS,31.8,
2002,2,14,2,265,AS,51.81048307,68.84903846,DB,,
2007,2,14,2,265,AS,51.81048307,68.84903846,DB,,
2024,2,14,2,2755,OV,50.8,67.2,AS,10.3,
2007,2,14,2,2755,OV,50.8,67.2,AS,7.4,
2002,2,14,2,2755,OV,50.8,67.2,AS,5.4,
2007,2,14,2,3086,AP,59.8,64.2,AS,5.8,Tag was on ground next to tree. Put back on tree
2024,2,14,2,3086,AP,59.8,64.2,AS,,Tag was on ground next to tree. Put back on tree
2024,2,14,2,3500,FG,52.7,60.7,AS,7,
1996,2,14,3,255,AS,60.3,70.2,AL,44.6,"Large trunk fell in plot. Spp noted as FA in 2024 and 2002, and AS is 1996 and 2007. confirmed maple in 2025 based on bark of stump"
2007,2,14,3,255,AS,60.3,70.2,AL,48,"Large trunk fell in plot. Spp noted as FA in 2024 and 2002, and AS is 1996 and 2007. confirmed maple in 2025 based on bark of stump"
2024,2,14,3,255,AS,60.3,70.2,DB,,"Large trunk fell in plot. Spp noted as FA in 2024 and 2002, and AS is 1996 and 2007. confirmed maple in 2025 based on bark of stump"
2002,2,14,3,255,AS,60.3,70.2,AS,46.5,"Large trunk fell in plot. Spp noted as FA in 2024 and 2002, and AS is 1996 and 2007. confirmed maple in 2025 based on bark of stump"
2002,2,14,3,256,FA,59.47,69.69,AL,57,
2007,2,14,3,256,FA,59.47,69.69,AB,58.4,
1996,2,14,3,256,FA,59.47,69.69,AS,55,
1996,2,14,3,266,AS,53.93092449,69.89406389,AL,26,
2002,2,14,3,266,AS,53.93092449,69.89406389,DF,26,
2007,2,14,3,266,AS,53.93092449,69.89406389,DF,,
2007,2,14,3,267,AS,54.4,72.8,AS,27.7,
2024,2,14,3,267,AS,54.4,72.8,AS,31.9,
2002,2,14,3,267,AS,54.4,72.8,AS,25.8,
1996,2,14,3,267,AS,54.4,72.8,AS,24,
2002,2,14,3,268,AS,58.7,74.05,AS,33.4,
2007,2,14,3,268,AS,58.7,74.05,AS,35.3,
2024,2,14,3,268,AS,58.7,74.05,AS,40.9,
1996,2,14,3,268,AS,58.7,74.05,AS,32.5,
2007,2,14,3,756,AS,60.4,78.5,AS,8.8,
2002,2,14,3,756,AS,60.4,78.5,AS,7,
1996,2,14,3,756,AS,60.4,78.5,AS,4.9,
2024,2,14,3,756,AS,60.4,78.5,AS,10.7,
2007,2,14,3,758,AS,56.68977474,75.91221224,AS,13.1,
1996,2,14,3,758,AS,56.68977474,75.91221224,AS,7.7,
2002,2,14,3,758,AS,56.68977474,75.91221224,AL,11.4,
1996,2,14,3,760,AS,51.71397446,70.468018,AS,7.6,
2002,2,14,3,760,AS,51.71397446,70.468018,AB,8.7,
2007,2,14,3,760,AS,51.71397446,70.468018,AS,10.4,
2002,2,14,3,2757,FG,57.12809789,73.96561,AL,4.1,
2007,2,14,3,2757,FG,57.12809789,73.96561,AS,4.4,
2002,2,14,3,2775,AS,50.9,73,AS,5.4,
2007,2,14,3,2775,AS,50.9,73,AS,6.5,
2024,2,14,3,2775,AS,50.9,73,AS,11.9,
2007,2,14,3,2777,AS,51.6,78.95,AS,5.8,
2024,2,14,3,2777,AS,51.6,78.95,AS,7.2,
2002,2,14,3,2777,AS,51.6,78.95,AS,4.1,
2024,2,14,3,2778,AS,54.1,78.1,AD,7.4,
2007,2,14,3,2778,AS,54.1,78.1,AS,7.3,
2002,2,14,3,2778,AS,54.1,78.1,AS,5.8,
2002,2,14,3,2779,AS,55.07702551,76.40371,AS,5.7,
2007,2,14,3,2779,AS,55.07702551,76.40371,AS,6.2,
2002,2,14,3,2780,AS,55.42271613,76.25878,AB,4.3,
2007,2,14,3,2780,AS,55.42271613,76.25878,AL,4.9,
2002,2,14,3,2781,AS,56.34457105,72.60415,AB,5.5,
2007,2,14,3,2781,AS,56.34457105,72.60415,AL,6.5,
2024,2,14,3,3072,AS,53.1,77.7,AB,3.7,
2007,2,14,3,3089,AS,56.62036693,72.3893625,AB,4.4,
2007,2,14,3,3090,AS,57,72.8,AS,4.5,"Branches right at BH. Had 2 tags (2781 was other one, one on each branch). Removed 2781. Measured at 1.2m"
2024,2,14,3,3090,AS,57,72.8,AS,12,"Branches right at BH. Had 2 tags (2781 was other one, one on each branch). Removed 2781. Measured at 1.2m"
1996,2,14,3,3175,AS,59.1,78.5,AS,8,
2002,2,14,3,3175,AS,59.1,78.5,AS,10.4,
2007,2,14,3,3175,AS,59.1,78.5,AS,12.8,
2024,2,14,3,3175,AS,59.1,78.5,AS,15.3,
2024,2,14,3,3189,AS,53.1,76.7,AD,20.9,"Bark peeling and gouged all the way up. Tag lost between 2024 and 2025, retagged as 3189 in May 2025"
2002,2,14,3,3189,AS,53.1,76.7,AS,10.5,"Bark peeling and gouged all the way up. Tag lost between 2024 and 2025, retagged as 3189 in May 2025"
1996,2,14,3,3189,AS,53.1,76.7,AS,6.2,"Bark peeling and gouged all the way up. Tag lost between 2024 and 2025, retagged as 3189 in May 2025"
2007,2,14,3,3189,AS,53.1,76.7,AS,13.4,"Bark peeling and gouged all the way up. Tag lost between 2024 and 2025, retagged as 3189 in May 2025"
2007,2,14,4,262,AS,43.3,75.6,AB,22.3,
2024,2,14,4,262,AS,43.3,75.6,DB,,
2002,2,14,4,262,AS,43.3,75.6,AB,18.3,
1996,2,14,4,262,AS,43.3,75.6,AS,16.8,
2007,2,14,4,263,AS,46.10248366,72.71700078,AB,39.7,
2002,2,14,4,263,AS,46.10248366,72.71700078,AS,39.2,
1996,2,14,4,263,AS,46.10248366,72.71700078,AS,38.6,
2024,2,14,4,666,AS,48.5,78.5,AS,4.5,Added new tag. Attached to 3098.
1996,2,14,4,768,FG,42.01,70,AS,5.2,". 2002 status was listed as dead, changed to AS"
2002,2,14,4,768,FG,42.01,70,AS,6.5,". 2002 status was listed as dead, changed to AS"
2007,2,14,4,768,FG,42.01,70,AB,6.6,". 2002 status was listed as dead, changed to AS"
2002,2,14,4,769,AS,43.8,70.5,AS,6.7,". 2002 status was listed as dead, changed to AS"
2007,2,14,4,769,AS,43.8,70.5,AL,8.3,". 2002 status was listed as dead, changed to AS"
1996,2,14,4,769,AS,43.8,70.5,AS,4.3,". 2002 status was listed as dead, changed to AS"
2024,2,14,4,769,AS,43.8,70.5,AS,10.3,". 2002 status was listed as dead, changed to AS"
1996,2,14,4,771,AS,48.5,78.5,AS,6.3,Was attached to 3098
2002,2,14,4,771,AS,48.5,78.5,DB,8.8,Was attached to 3098
2007,2,14,4,771,AS,48.5,78.5,DB,,Was attached to 3098
2024,2,14,4,771,AS,48.5,78.5,DB,,Was attached to 3098
2024,2,14,4,2765,AS,47.8,71.2,AS,10.5,
2002,2,14,4,2765,AS,47.8,71.2,AS,5.9,
2007,2,14,4,2765,AS,47.8,71.2,AS,7.7,
2024,2,14,4,2766,AP,45.2,72.3,AD,8,Bark stripped at base
2007,2,14,4,2766,AP,45.2,72.3,AS,5.9,Bark stripped at base
2002,2,14,4,2766,AP,45.2,72.3,AS,4.6,Bark stripped at base
2002,2,14,4,2767,AS,42.2,79.65,AS,4,
2007,2,14,4,2767,AS,42.2,79.65,AS,5.9,
2024,2,14,4,2767,AS,42.2,79.65,AS,9.1,
2024,2,14,4,2768,AP,44.09790761,75.7971375,DF,,Attached to 0371
2002,2,14,4,2768,AP,44.09790761,75.7971375,AL,4.1,Attached to 0371
2007,2,14,4,2768,AP,44.09790761,75.7971375,AS,5.9,Attached to 0371
2024,2,14,4,2770,AS,46.1,76,AD,8.5,"ID initially entered as 2270, inferred actual ID based on 2007 match and surrounding tree IDs"
2002,2,14,4,2770,AS,46.1,76,AS,4.6,"ID initially entered as 2270, inferred actual ID based on 2007 match and surrounding tree IDs"
2007,2,14,4,2770,AS,46.1,76,AS,6.1,"ID initially entered as 2270, inferred actual ID based on 2007 match and surrounding tree IDs"
2002,2,14,4,2771,AP,47.4,74.9,AL,4.6,
2007,2,14,4,2771,AP,47.4,74.9,AB,5.9,
2024,2,14,4,2771,AP,47.4,74.9,DS,6.8,
2002,2,14,4,2772,AP,47.29172957,74.6228,AL,4.5,
2007,2,14,4,2772,AP,47.29172957,74.6228,AL,4.9,
2002,2,14,4,2773,AP,47.1,74.2,AL,6.7,"ID initially entered as 2273, inferred actual ID based on 2007 match and surrounding tree IDs"
2007,2,14,4,2773,AP,47.1,74.2,AS,8.5,"ID initially entered as 2273, inferred actual ID based on 2007 match and surrounding tree IDs"
2024,2,14,4,2773,AP,47.1,74.2,AS,14.2,"ID initially entered as 2273, inferred actual ID based on 2007 match and surrounding tree IDs"
2002,2,14,4,2774,AS,48.3,73.3,AS,6.2,
2007,2,14,4,2774,AS,48.3,73.3,AS,8,
2024,2,14,4,2774,AS,48.3,73.3,DB,,
2002,2,14,4,2783,AS,59.77794954,74.6453,AS,5,
2007,2,14,4,2783,AS,59.77794954,74.6453,AS,5.7,
2002,2,14,4,3074,AS,45.15,76.8,AS,4.8,
2007,2,14,4,3074,AS,45.15,76.8,AL,6.3,
2024,2,14,4,3074,AS,45.15,76.8,AS,10.5,
2007,2,14,4,3083,AS,42.32836034,59.34035,AS,4,collected tag in 2025
2024,2,14,4,3083,AS,42.32836034,59.34035,DF,,collected tag in 2025
2007,2,14,4,3093,AP,43.52261068,73.3221475,AS,4.1,
2007,2,14,4,3094,AP,44.01707201,73.44262,AS,4.5,
2024,2,14,4,3094,AP,44.01707201,73.44262,DF,,
2024,2,14,4,3095,AS,42.5,74,AS,6.4,
2007,2,14,4,3095,AS,42.5,74,AS,4.8,
2007,2,14,4,3096,FG,41.9,74.4,AS,5.8,"Spp confirmed as FG in 2025, also confirmed 2024 DBH"
2024,2,14,4,3096,FG,41.9,74.4,AD,5.3,"Spp confirmed as FG in 2025, also confirmed 2024 DBH"
2007,2,14,4,3098,AS,48.5,78.5,AS,5.8,
2024,2,14,4,3098,AS,48.5,78.5,AS,7.5,
2007,2,14,4,3099,AS,44.65,78.2,AS,5.3,
2024,2,14,4,3099,AS,44.65,78.2,AS,6.6,
2007,2,14,4,3120,AS,50.9,76.6,AS,7.1,
2024,2,14,4,3120,AS,50.9,76.6,AD,11.7,
2002,2,14,4,3120,AS,50.9,76.6,AS,5.2,
2002,2,14,4,3188,AS,47.8,72.3,AS,7.9,"was og noted in 2024 as 10770, as it had a very old tag on it. Retagged with a new tag 3188 in May 2025. confirmed 2024 DBH in 2025 as well"
2007,2,14,4,3188,AS,47.8,72.3,AS,10.6,"was og noted in 2024 as 10770, as it had a very old tag on it. Retagged with a new tag 3188 in May 2025. confirmed 2024 DBH in 2025 as well"
2024,2,14,4,3188,AS,47.8,72.3,AS,19.1,"was og noted in 2024 as 10770, as it had a very old tag on it. Retagged with a new tag 3188 in May 2025. confirmed 2024 DBH in 2025 as well"
1996,2,14,4,3188,AS,47.8,72.3,AS,4.1,"was og noted in 2024 as 10770, as it had a very old tag on it. Retagged with a new tag 3188 in May 2025. confirmed 2024 DBH in 2025 as well"
1996,2,15,1,355,AS,48.02030071,88.60071953,AL,26.2,
2002,2,15,1,355,AS,48.02030071,88.60071953,DB,,
2007,2,15,1,355,AS,48.02030071,88.60071953,DF,,
2002,2,15,1,358,AS,43.85805825,81.96577886,AB,32.4,
2007,2,15,1,358,AS,43.85805825,81.96577886,AB,33.1,
1996,2,15,1,358,AS,43.85805825,81.96577886,AS,31.7,
2024,2,15,1,358,AS,43.85805825,81.96577886,DF,,
1996,2,15,1,362,AS,49.2,85.4,AS,35.5,
2002,2,15,1,362,AS,49.2,85.4,AB,36.8,
2007,2,15,1,362,AS,49.2,85.4,AB,37.3,
2024,2,15,1,362,AS,49.2,85.4,AS,42.8,
2002,2,15,1,740,AS,49.30369544,86.7595304,AS,6.8,
2007,2,15,1,740,AS,49.30369544,86.7595304,AB,7.3,
1996,2,15,1,740,AS,49.30369544,86.7595304,AS,4.2,
2002,2,15,1,741,AS,42.7,87.6,AS,6.7,
2007,2,15,1,741,AS,42.7,87.6,AS,7.8,
2024,2,15,1,741,AS,42.7,87.6,DS,,
1996,2,15,1,741,AS,42.7,87.6,AS,4.5,
2024,2,15,1,744,AS,47.8,90,AS,6.8,". 2002 status was listed as dead, changed to AS"
1996,2,15,1,744,AS,47.8,90,AS,4.2,". 2002 status was listed as dead, changed to AS"
2002,2,15,1,744,AS,47.8,90,AS,5.2,". 2002 status was listed as dead, changed to AS"
2007,2,15,1,744,AS,47.8,90,AL,6.5,". 2002 status was listed as dead, changed to AS"
2024,2,15,1,2784,AS,49.6,81.7,AS,6.8,confirmed 2024 DBH in May 2025
2007,2,15,1,2784,AS,49.6,81.7,AL,7,confirmed 2024 DBH in May 2025
2002,2,15,1,2784,AS,49.6,81.7,AL,4.5,confirmed 2024 DBH in May 2025
2002,2,15,1,2785,AS,46.8,81.3,AS,6.5,
2007,2,15,1,2785,AS,46.8,81.3,AS,8.5,
2024,2,15,1,2785,AS,46.8,81.3,AS,11.7,
2002,2,15,1,2789,AS,43.37423124,80.96678,AB,4.8,
2007,2,15,1,2789,AS,43.37423124,80.96678,AL,7,
2002,2,15,1,2791,AS,43.1,84.9,AS,5.5,
2007,2,15,1,2791,AS,43.1,84.9,AL,6.9,
2024,2,15,1,2791,AS,43.1,84.9,AD,7.7,
2002,2,15,1,2793,AP,44.73881092,86.8264025,AL,5,Collected tag
2007,2,15,1,2793,AP,44.73881092,86.8264025,AL,6.9,Collected tag
2024,2,15,1,2793,AP,44.73881092,86.8264025,DF,,Collected tag
2002,2,15,1,2811,AS,60.75883333,80.4046875,AS,4.7,
2007,2,15,1,2811,AS,60.75883333,80.4046875,AS,5.1,
2024,2,15,1,2811,AS,60.75883333,80.4046875,DF,,
2002,2,15,1,3069,AS,43.4,90,AS,5.8,". 2002 status was listed as dead, changed to AS"
2007,2,15,1,3069,AS,43.4,90,AB,7.1,". 2002 status was listed as dead, changed to AS"
1996,2,15,1,3069,AS,43.4,90,AS,4.4,". 2002 status was listed as dead, changed to AS"
2024,2,15,1,3069,AS,43.4,90,AS,7.7,". 2002 status was listed as dead, changed to AS"
2007,2,15,1,3101,AS,45.1,84,AS,5.1,
2024,2,15,1,3101,AS,45.1,84,DS,,
2007,2,15,1,3102,AS,47.5,86.1,AS,4.1,
2024,2,15,1,3102,AS,47.5,86.1,DB,,
2007,2,15,1,3103,AS,43.73562414,88.3965,AS,4.1,
2002,2,15,1,3475,AS,40.9,85,AS,4.8,
2007,2,15,1,3475,AS,40.9,85,AS,5.9,
2024,2,15,1,3475,AS,40.9,85,AL,6.3,
2024,2,15,1,3476,AS,41.6,83.7,AS,5.4,
1996,2,15,2,359,AS,49.55,80,AS,31.2,
2002,2,15,2,359,AS,49.55,80,AB,31.5,
2007,2,15,2,359,AS,49.55,80,DB,,
1996,2,15,2,360,FA,50.03805302,80.87155743,AS,46.1,
2002,2,15,2,360,FA,50.03805302,80.87155743,DF,,
2007,2,15,2,360,FA,50.03805302,80.87155743,DF,,
1996,2,15,2,361,AS,52.1,83,AL,24,
2024,2,15,2,361,AS,52.1,83,AS,30.6,
2007,2,15,2,361,AS,52.1,83,AL,27.1,
2002,2,15,2,361,AS,52.1,83,AL,25.4,
1996,2,15,2,735,OV,59.74418669,87.32553476,AS,7.3,". 2002 status was listed as dead, changed to AS"
2002,2,15,2,735,OV,59.74418669,87.32553476,AS,7.3,". 2002 status was listed as dead, changed to AS"
2007,2,15,2,735,OV,59.74418669,87.32553476,AL,7.5,". 2002 status was listed as dead, changed to AS"
2024,2,15,2,735,OV,59.74418669,87.32553476,DF,,". 2002 status was listed as dead, changed to AS"
2002,2,15,2,736,OV,59.00488903,89.46784844,DS,5.3,
2007,2,15,2,736,OV,59.00488903,89.46784844,DF,,
1996,2,15,2,736,OV,59.00488903,89.46784844,AS,5.9,
2002,2,15,2,737,AS,57.6,86.4,AS,7.3,
2007,2,15,2,737,AS,57.6,86.4,AB,9,
2024,2,15,2,737,AS,57.6,86.4,AS,11.1,
1996,2,15,2,737,AS,57.6,86.4,AS,5.7,
2024,2,15,2,738,AS,53.5,81,AS,10.5,
1996,2,15,2,738,AS,53.5,81,AS,4.3,
2002,2,15,2,738,AS,53.5,81,AS,7.2,
2007,2,15,2,738,AS,53.5,81,AS,8.7,
2007,2,15,2,745,OV,50.91367786,89.08632214,DF,,
2002,2,15,2,745,OV,50.91367786,89.08632214,DS,5.5,
1996,2,15,2,745,OV,50.91367786,89.08632214,AS,5.3,
2024,2,15,2,2786,AS,53.5,83.65,AS,10.6,
2002,2,15,2,2786,AS,53.5,83.65,AS,6.4,
2007,2,15,2,2786,AS,53.5,83.65,AS,7.8,
2007,2,15,2,2787,AS,51.3,85,AL,5.6,
2024,2,15,2,2787,AS,51.3,85,DS,,
2002,2,15,2,2787,AS,51.3,85,AS,5,
2002,2,15,2,2788,AS,50.32858632,86.28398,AS,5.7,
2007,2,15,2,2788,AS,50.32858632,86.28398,AS,6,
2024,2,15,2,2797,AS,55.09884728,85.8982125,DF,,
2007,2,15,2,2797,AS,55.09884728,85.8982125,AS,4.9,
2002,2,15,2,2797,AS,55.09884728,85.8982125,AS,4,
2007,2,15,2,2798,AS,,,DF,,
2002,2,15,2,2798,AS,,,AS,4.4,
2007,2,15,2,2799,AS,60.6,89.4,AL,6.2,
2024,2,15,2,2799,AS,60.6,89.4,DS,,
2002,2,15,2,2800,AS,58.5,81.5,AS,5.1,
2007,2,15,2,2800,AS,58.5,81.5,AS,6.3,
2024,2,15,2,2800,AS,58.5,81.5,DS,,
1996,2,15,2,3076,AS,53.8,80.4,AS,5.2,
2002,2,15,2,3076,AS,53.8,80.4,AS,7.6,
2024,2,15,2,3076,AS,53.8,80.4,AS,17.1,
2007,2,15,2,3076,AS,53.8,80.4,AS,9.7,
1996,2,15,3,348,QR,57.2,91.9,AS,39.4,". 2002 status was listed as dead, changed to AS"
2007,2,15,3,348,QR,57.2,91.9,AS,41.9,". 2002 status was listed as dead, changed to AS"
2002,2,15,3,348,QR,57.2,91.9,AS,40.3,". 2002 status was listed as dead, changed to AS"
2024,2,15,3,348,QR,57.2,91.9,AS,47.4,". 2002 status was listed as dead, changed to AS"
1996,2,15,3,349,QR,59.2,96.4,AS,40.5,
2002,2,15,3,349,QR,59.2,96.4,AS,41.4,
2007,2,15,3,349,QR,59.2,96.4,AS,42.3,
2024,2,15,3,349,QR,59.2,96.4,AS,45.2,
2007,2,15,3,350,AS,57,96.8,AB,19.2,
2024,2,15,3,350,AS,57,96.8,AS,20.5,
2002,2,15,3,350,AS,57,96.8,AB,18.5,
1996,2,15,3,350,AS,57,96.8,AS,17.9,
2002,2,15,3,351,AS,57.5,99.6,AS,27.2,
2007,2,15,3,351,AS,57.5,99.6,AS,28.3,
2024,2,15,3,351,AS,57.5,99.6,AS,29.7,
1996,2,15,3,351,AS,57.5,99.6,AS,26.5,
1996,2,15,3,354,AS,52.5,91.5,AS,34.5,
2002,2,15,3,354,AS,52.5,91.5,AB,34.7,
2007,2,15,3,354,AS,52.5,91.5,AB,35.6,
2024,2,15,3,354,AS,52.5,91.5,AS,39.5,
1996,2,15,3,750,OV,53.8,99.9,AS,4.2,
2024,2,15,3,750,OV,53.8,99.9,AS,6.8,
2007,2,15,3,750,OV,53.8,99.9,AL,6.7,
2002,2,15,3,750,OV,53.8,99.9,AL,6.2,
1996,2,15,3,752,OV,55.5364543,95.71307796,AS,4.8,
2002,2,15,3,752,OV,55.5364543,95.71307796,AL,6.2,
2007,2,15,3,752,OV,55.5364543,95.71307796,AL,6.9,
1996,2,15,3,753,AS,59.01053945,93.96850952,AS,5.6,
2002,2,15,3,753,AS,59.01053945,93.96850952,DF,,
2007,2,15,3,753,AS,59.01053945,93.96850952,DF,,
2024,2,15,3,754,AS,55.8,92.2,AS,11,
2007,2,15,3,754,AS,55.8,92.2,AS,10,
2002,2,15,3,754,AS,55.8,92.2,AS,8.8,
1996,2,15,3,754,AS,55.8,92.2,AS,6.5,
2002,2,15,3,755,AS,59.4,90.2,AL,6.8,
2007,2,15,3,755,AS,59.4,90.2,AL,7.5,
1996,2,15,3,755,AS,59.4,90.2,AS,5,
2024,2,15,3,755,AS,59.4,90.2,DS,,
2007,2,15,3,2795,AP,51.66519998,93.36528,DB,,
